Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
"5500/test_pop/lazy",1.3535887198468297e-4,1.328105920150944e-4,1.389168028066408e-4,1.5250416588660234e-5,1.1800386746797404e-5,1.876471017202541e-5
"5500/test_pop/realtime",2.456758452984033e-4,2.406026069962431e-4,2.5287025837755913e-4,3.083608295352104e-5,2.3326517656327573e-5,3.8219586111393504e-5
"5500/test_push/list",0.7715348925005142,0.7681846608530227,0.7804652108560749,2.5118589859957793e-2,5.702752329111444e-3,5.0308460238379774e-2
"5500/test_push/strict",3.2275698585068624e-4,3.1615321914035604e-4,3.3156826407162104e-4,3.886097609280915e-5,3.140960820388752e-5,4.6949860362962556e-5
"5500/test_push/lazy",6.30323516248798e-5,6.15925762243859e-5,6.488988145011884e-5,8.359102749708246e-6,6.733174030176156e-6,9.930851802746418e-6
"5500/test_push/realtime",1.7943456221404083e-4,1.7589018769790504e-4,1.8422392090520606e-4,2.097726666747106e-5,1.654556195882381e-5,2.5662941178955537e-5
"5500/test_repeated_push_pop/list",0.21792066234456955,0.21752672571050588,0.21866073268758715,2.6876684126519975e-3,1.6073193783192191e-3,4.238471135639611e-3
"5500/test_repeated_push_pop/strict",9.736554521429007e-2,9.6723843992824e-2,9.883119005071582e-2,4.711396233855765e-3,1.8924826082920938e-3,8.148166219075291e-3
"5500/test_repeated_push_pop/lazy",1.141526225671091e-4,1.1147440204994168e-4,1.1791956927058315e-4,1.6164904262037753e-5,1.2437181406121485e-5,1.988841658782925e-5
"5500/test_repeated_push_pop/realtime",2.1330147758734722e-4,2.097026615974031e-4,2.1831551027512826e-4,2.1624151547845818e-5,1.6771630685400974e-5,2.6542600151209766e-5
"6000/test_pop_push/list",0.2693264235864825,0.2689413155924028,0.2699653829942888,2.4983019566599584e-3,1.7154832394938666e-3,3.6690173590470396e-3
"6000/test_pop_push/strict",5.782567948636723e-4,5.661814898786261e-4,5.94160148554773e-4,7.034342704583363e-5,5.6405094538133946e-5,8.414571244195473e-5
"6000/test_pop_push/lazy",1.967659324138186e-4,1.9267278911186807e-4,2.0247068457025075e-4,2.454202508318867e-5,1.8863701699719298e-5,3.0171699064408224e-5
"6000/test_pop_push/realtime",3.145898327498293e-4,3.0762753340290555e-4,3.243934259085514e-4,4.226122060386795e-5,3.261520608960637e-5,5.159204281281707e-5
"6000/test_pop/list",1.1653560506763743e-4,1.1479038106861398e-4,1.2303966390552805e-4,1.5248900480657081e-5,3.804674733439248e-6,3.516756338257996e-5
"6000/test_pop/strict",4.6375013117292026e-4,4.5417848352887727e-4,4.7615962748029356e-4,5.606922810617532e-5,4.5577040521183035e-5,6.633969803787181e-5
"6000/test_pop/lazy",1.3566912711827033e-4,1.3300938646295174e-4,1.392800542439523e-4,1.573203404688755e-5,1.2252145262246558e-5,1.9220135902758504e-5
"6000/test_pop/realtime",2.0252824124538548e-4,1.9884064844193078e-4,2.076995011410854e-4,2.2204301749425654e-5,1.7243820389738515e-5,2.7339093882853362e-5
"6000/test_push/list",0.854098342836971,0.8533665575395768,0.8552043070207782,4.553578980112662e-3,3.3260316171218295e-3,6.0535935583365345e-3
"6000/test_push/strict",3.235740144282743e-4,3.1690582322119177e-4,3.328510068245789e-4,4.011741559609256e-5,3.119810340364425e-5,5.107856746237105e-5
"6000/test_push/lazy",6.245472836902882e-5,6.099979954338732e-5,6.439997733458816e-5,8.556378542968156e-6,6.781063264691921e-6,1.0251767397192006e-5
"6000/test_push/realtime",1.2598866404170417e-4,1.2362302721614268e-4,1.2925309122676282e-4,1.4085407411658175e-5,1.0877859508333251e-5,1.7238300647297886e-5
"6000/test_repeated_push_pop/list",0.24715609210836365,0.24681584018575614,0.2476704897295183,2.1202579257784356e-3,1.5350513455365052e-3,2.899461163127945e-3
"6000/test_repeated_push_pop/strict",0.11612946885930958,0.11305087226736006,0.12045552152502005,1.867810581772618e-2,1.4214488728437981e-2,2.3465327641455817e-2
"6000/test_repeated_push_pop/lazy",1.166701696243614e-4,1.1383867204665563e-4,1.2037134111403841e-4,1.6497963644282644e-5,1.3180054073153347e-5,1.9714757423438166e-5
"6000/test_repeated_push_pop/realtime",2.1553784385931995e-4,2.1125692580995748e-4,2.211871495988127e-4,2.510964766540709e-5,2.0189185317312297e-5,2.9783508502062576e-5
"6500/test_pop_push/list",0.305528477610225,0.305159484327907,0.3060693969141192,2.2657597169415023e-3,1.6719979979914201e-3,3.034503434716177e-3
"6500/test_pop_push/strict",5.570518464383794e-4,5.462861747083381e-4,5.715819091138555e-4,6.41296450031051e-5,5.04467260263296e-5,7.754353682311276e-5
"6500/test_pop_push/lazy",1.99684539543779e-4,1.9546503643006128e-4,2.053777223445344e-4,2.5103904397635873e-5,1.9656183246932395e-5,3.078452252339279e-5
"6500/test_pop_push/realtime",3.150461727918761e-4,3.0623819575126743e-4,3.257551974028497e-4,4.963960181991757e-5,4.278287152806e-5,5.514735439561224e-5
"6500/test_pop/list",1.1764901983204177e-4,1.1580366002979563e-4,1.2077468740406319e-4,1.2062247547842714e-5,8.402948283409718e-6,1.8421674075311518e-5
"6500/test_pop/strict",4.7195058588483436e-4,4.6345124964215865e-4,4.837818694541703e-4,5.113587267088304e-5,3.9272151410544787e-5,6.38933739177915e-5
"6500/test_pop/lazy",1.3573012237773815e-4,1.331922719670307e-4,1.392862508488665e-4,1.5293220035032313e-5,1.15767988449061e-5,1.906403664644521e-5
"6500/test_pop/realtime",1.9384269015931937e-4,1.901924260248366e-4,1.9881579896562679e-4,2.1658351073102977e-5,1.697454858088755e-5,2.6102976960113447e-5
"6500/test_push/list",0.9391639413248247,0.9382049383531753,0.9407342948328201,6.144879016974959e-3,4.368308484302994e-3,8.917939508135372e-3
"6500/test_push/strict",3.6364899876783655e-4,3.566729392629189e-4,3.730878540752794e-4,4.162509097133955e-5,3.2864087296131995e-5,5.066049606417207e-5
"6500/test_push/lazy",6.1623723214242e-5,6.025521249112798e-5,6.350783795652104e-5,8.149359813296767e-6,6.299214281289853e-6,9.967395593962593e-6
"6500/test_push/realtime",1.0385121769159306e-4,1.0188730976056173e-4,1.0663139871083907e-4,1.1842919699499727e-5,9.107172140989606e-6,1.4607883166256604e-5
"6500/test_repeated_push_pop/list",0.2783493604074663,0.2779747762094681,0.27916252988683643,2.7033769441994486e-3,1.4850603272288428e-3,4.983479258423823e-3
"6500/test_repeated_push_pop/strict",0.12242049354421557,0.12161536115514705,0.1241668452631181,5.783374716475058e-3,2.7223054898962325e-3,9.788750510254407e-3
"6500/test_repeated_push_pop/lazy",1.1501081804132374e-4,1.1217000496605314e-4,1.1888843998614344e-4,1.6820527768289867e-5,1.3162503009644427e-5,2.043829403623384e-5
"6500/test_repeated_push_pop/realtime",1.7408527137491382e-4,1.7048122609387035e-4,1.7902512093499113e-4,2.1536660052499492e-5,1.6596306509127326e-5,2.6324520276027715e-5
"7000/test_pop_push/list",0.34667005914556437,0.34462525266515665,0.35045300859319617,1.3858786480816862e-2,8.449734945929419e-3,2.1327447065547303e-2
"7000/test_pop_push/strict",6.704616013888011e-4,6.505444897410441e-4,6.94574378094894e-4,1.1197362390392235e-4,9.653266575635409e-5,1.269854922157649e-4
"7000/test_pop_push/lazy",1.9649692238041244e-4,1.9240978991306206e-4,2.0225184317870074e-4,2.449815564602951e-5,1.8489338879008902e-5,3.0370609340079278e-5
"7000/test_pop_push/realtime",3.008802097278549e-4,2.948902046068565e-4,3.096525015160957e-4,3.68447874296517e-5,2.7656538893756805e-5,4.649885285293168e-5
"7000/test_pop/list",1.1799711095753002e-4,1.1623519765796946e-4,1.217045198625593e-4,1.2509188769064135e-5,7.417131632429038e-6,2.2991089368253094e-5
"7000/test_pop/strict",6.003562522361526e-4,5.895858359763874e-4,6.159521651695023e-4,6.589069594372971e-5,4.950590078000509e-5,8.263035584809241e-5
"7000/test_pop/lazy",1.408162431890445e-4,1.3709201104045618e-4,1.453390168459968e-4,2.0891797574199912e-5,1.7700679695119845e-5,2.3566750108377265e-5
"7000/test_pop/realtime",1.9237751338019304e-4,1.8907359953712887e-4,1.970411700085141e-4,1.9967129102732906e-5,1.5502055126970715e-5,2.4517183291268925e-5
"7000/test_push/list",1.0278198589693255,1.0268857778917502,1.0292529787431908,5.839784623685484e-3,4.270644553998215e-3,8.392349121098748e-3
"7000/test_push/strict",3.9779287393746987e-4,3.9037135060487394e-4,4.079144876783909e-4,4.408544346276415e-5,3.4836296999173515e-5,5.3291733561457836e-5
"7000/test_push/lazy",6.14888065955304e-5,6.039885466462847e-5,6.304542315859381e-5,6.603616479884942e-6,4.98255118679146e-6,8.454383527315523e-6
"7000/test_push/realtime",1.0369702698699088e-4,1.0177030434022957e-4,1.0644314820922245e-4,1.1672948258331426e-5,8.90533641541018e-6,1.4524790931513297e-5
"7000/test_repeated_push_pop/list",0.31259659427511155,0.3120797600160783,0.3133992018114275,3.2496721477620963e-3,2.2742191321787775e-3,4.4196986492651e-3
"7000/test_repeated_push_pop/strict",0.13515928405630054,0.1339883245836443,0.1377532734285539,8.508044899560663e-3,4.29318069216947e-3,1.403532217065017e-2
"7000/test_repeated_push_pop/lazy",1.1564280796608298e-4,1.1266889606889149e-4,1.1958384458631302e-4,1.736195772690056e-5,1.3824374447953655e-5,2.0783924088047193e-5
"7000/test_repeated_push_pop/realtime",1.7500971190554401e-4,1.7123866357978532e-4,1.8009664738903632e-4,2.2221203470011313e-5,1.7476357462137503e-5,2.670485113350048e-5
"7500/test_pop_push/list",0.3875843681703752,0.3852309049974627,0.39186788934575967,1.585878326611378e-2,9.561007587036688e-3,2.3469004166043594e-2
"7500/test_pop_push/strict",6.876293255816249e-4,6.742507319248732e-4,7.059213287893615e-4,7.953420856008591e-5,6.220111813503138e-5,9.665171683040112e-5
"7500/test_pop_push/lazy",1.9809683449486935e-4,1.9360714774085462e-4,2.0414294043979045e-4,2.6515625858103992e-5,2.105082007655905e-5,3.1691335230596875e-5
"7500/test_pop_push/realtime",3.523530670879747e-4,3.454534377675575e-4,3.6239321405191164e-4,4.2344319659417087e-5,3.178639552651307e-5,5.364548033886039e-5
"7500/test_pop/list",1.1784213888111401e-4,1.1590379583301826e-4,1.209844957536726e-4,1.2423205368643708e-5,8.904627087540816e-6,1.858853508564338e-5
"7500/test_pop/strict",5.8685354680649e-4,5.754826835731963e-4,6.026777284994303e-4,6.788422179629967e-5,5.326239783969815e-5,8.255088062211066e-5
"7500/test_pop/lazy",1.35444535670641e-4,1.328904176923668e-4,1.3900213386849425e-4,1.5416861022017362e-5,1.1852312911328026e-5,1.898751970341001e-5
"7500/test_pop/realtime",1.933203851970941e-4,1.8999243436186618e-4,1.9807087538569279e-4,2.0135400962649198e-5,1.533221986890729e-5,2.5039378948056245e-5
"7500/test_push/list",1.1232659043680377,1.1223861755739393,1.1245276464830578,5.366158582677762e-3,4.009282373376698e-3,6.9013066675913835e-3
"7500/test_push/strict",5.432356903370771e-4,5.341036807730532e-4,5.565715974350961e-4,5.6293295664923335e-5,4.20928421495858e-5,7.162173336268141e-5
"7500/test_push/lazy",6.176422573971822e-5,6.0525564120750066e-5,6.357417860372462e-5,7.607959857860366e-6,5.7442871558900236e-6,9.539800666409813e-6
"7500/test_push/realtime",1.0473846531414908e-4,1.0258938448808482e-4,1.0769703783115616e-4,1.2819697530917435e-5,1.0121816992303396e-5,1.544874888321157e-5
"7500/test_repeated_push_pop/list",0.34609240669118824,0.3455667867075151,0.34699493068563386,3.4574134439972395e-3,2.2726416618605145e-3,5.213355827352892e-3
"7500/test_repeated_push_pop/strict",0.14841175693380304,0.14758746284353194,0.15070265191900198,6.455726486800977e-3,2.1679158199151252e-3,1.358600376925294e-2
"7500/test_repeated_push_pop/lazy",1.1459238229394539e-4,1.1203731499983355e-4,1.1817572440940117e-4,1.538561949466207e-5,1.1812696308496867e-5,1.9117144092821476e-5
"7500/test_repeated_push_pop/realtime",1.755368370440469e-4,1.7176413812812515e-4,1.8046957072653263e-4,2.1958023067002913e-5,1.761222246018899e-5,2.6066344085935326e-5
"8000/test_pop_push/list",0.4296320166002458,0.42645551580297414,0.43602784770833924,2.2314606743389413e-2,1.2672041175038243e-2,3.5768867242207396e-2
"8000/test_pop_push/strict",8.309859445782417e-4,8.182502514999492e-4,8.500741124715004e-4,7.889013812931187e-5,5.768718463581805e-5,1.026734253791394e-4
"8000/test_pop_push/lazy",2.1372041764694796e-4,2.0896279510594065e-4,2.2021275760552683e-4,2.8279513760611194e-5,2.2106868010998312e-5,3.422433923159404e-5
"8000/test_pop_push/realtime",5.097840857932817e-4,4.995581222007522e-4,5.240779471824419e-4,6.147294945353073e-5,4.725045679383383e-5,7.666158892578699e-5
"8000/test_pop/list",1.1794227468433664e-4,1.158751856035261e-4,1.2118715154590891e-4,1.3071586492873615e-5,9.44285797829418e-6,1.814253372121807e-5
"8000/test_pop/strict",5.975724973947095e-4,5.867091715821096e-4,6.126513888020694e-4,6.532295782694856e-5,5.018786545652717e-5,8.030964091209768e-5
"8000/test_pop/lazy",1.587690543967852e-4,1.547103851436917e-4,1.6367913965619952e-4,2.2831132342589763e-5,1.949700305523964e-5,2.5674212302158172e-5
"8000/test_pop/realtime",2.4584039245420975e-4,2.407806000089536e-4,2.5279116517982873e-4,3.025335464489995e-5,2.3698138310781406e-5,3.6749295389157385e-5
"8000/test_push/list",1.216277531565303,1.2153899778734394,1.21751743930685,5.325649482996229e-3,4.0821950845925485e-3,6.778148364710649e-3
"8000/test_push/strict",4.7452711833878303e-4,4.654063238957994e-4,4.8689829161054917e-4,5.387645069318746e-5,4.213309996371486e-5,6.551141246403935e-5
"8000/test_push/lazy",6.422281965245714e-5,6.238337165783568e-5,6.64791230698965e-5,1.0408425139396848e-5,8.749853172118532e-6,1.184035236076324e-5
"8000/test_push/realtime",1.6328768112833768e-4,1.6002644694146505e-4,1.676847233183101e-4,1.920096484685953e-5,1.5175787547766137e-5,2.3233632957173548e-5
"8000/test_repeated_push_pop/list",0.37991295951711607,0.3794035186182207,0.38083133834707217,3.418953473267971e-3,2.1742860104096685e-3,5.169907830947799e-3
"8000/test_repeated_push_pop/strict",0.16335205453741014,0.16248362439977587,0.16572520393239923,6.806468366175311e-3,3.124457956304998e-3,1.4363292593448007e-2
"8000/test_repeated_push_pop/lazy",1.1444226771755219e-4,1.118017708129473e-4,1.1804105133537401e-4,1.5714101172003107e-5,1.2214309826125318e-5,1.9238441593403867e-5
"8000/test_repeated_push_pop/realtime",1.7535699607584146e-4,1.7158066586156126e-4,1.8048262872871114e-4,2.2431716171424813e-5,1.7619304991888602e-5,2.6947387387927107e-5
"8500/test_pop_push/list",0.4711065949808305,0.4705707611452288,0.471987480105037,3.450798880759137e-3,2.4180289543838354e-3,5.219678527353471e-3
"8500/test_pop_push/strict",7.728726983782072e-4,7.565790137366869e-4,7.943516692237478e-4,9.51384623634242e-5,7.718167382401014e-5,1.12580462256076e-4
"8500/test_pop_push/lazy",1.9806786759628126e-4,1.9354510221228054e-4,2.0425139369150335e-4,2.6995971793333218e-5,2.1225612456066525e-5,3.246396297834461e-5
"8500/test_pop_push/realtime",5.999147977656141e-4,5.867730521528791e-4,6.185042943781629e-4,7.95438376171382e-5,6.105402074574284e-5,9.847600486709949e-5
"8500/test_pop/list",1.1818784582081127e-4,1.164426218217878e-4,1.2079376089039136e-4,1.0818030410363135e-5,7.99283463596643e-6,1.3987243011292592e-5
"8500/test_pop/strict",6.688377029959047e-4,6.557707754039447e-4,6.855826345348039e-4,7.5299286996587e-5,6.164519350153264e-5,8.895502543317162e-5
"8500/test_pop/lazy",1.340163798857188e-4,1.3171556368816954e-4,1.3737728712245366e-4,1.411257920592167e-5,1.0586545758824162e-5,1.7754786500861064e-5
"8500/test_pop/realtime",2.890964389084583e-4,2.832459648687449e-4,2.974474999876956e-4,3.549415200262222e-5,2.675737234378063e-5,4.440863190672326e-5
"8500/test_push/list",1.3182988347421831,1.3173720945726584,1.3196263231645768,5.62266945735185e-3,4.312834759835613e-3,7.524272713403981e-3
"8500/test_push/strict",5.008538469488474e-4,4.918147766535967e-4,5.13478732673786e-4,5.45210255800403e-5,4.290047700448994e-5,6.750726348892139e-5
"8500/test_push/lazy",6.236291617688847e-5,6.0867936318490066e-5,6.429609746274661e-5,8.70054224530348e-6,7.077869074971971e-6,1.0219903897963593e-5
"8500/test_push/realtime",2.3707897281031537e-4,2.3197285504453303e-4,2.438045588771271e-4,2.9933212616422057e-5,2.409396342314929e-5,3.560007303476154e-5
"8500/test_repeated_push_pop/list",0.4232322492014118,0.4194288792024798,0.4312059630762286,2.6948106421618993e-2,1.4913094465470225e-2,4.2897085174723196e-2
"8500/test_repeated_push_pop/strict",0.17810369151937427,0.1773835482011981,0.1799370540987199,5.465658868059455e-3,2.5040941631522757e-3,1.1026690972539393e-2
"8500/test_repeated_push_pop/lazy",1.178945589841033e-4,1.1471155849150355e-4,1.2204236749090703e-4,1.8521034975051454e-5,1.507560810218967e-5,2.2381132058930778e-5
"8500/test_repeated_push_pop/realtime",2.1960618750167625e-4,2.149349256409022e-4,2.2608379104723203e-4,2.8128412479167236e-5,2.194345041949693e-5,3.4413061824233007e-5
"9000/test_pop_push/list",0.5174247421632951,0.5167979587923235,0.5183889259706679,3.919791015069968e-3,2.7848200181176783e-3,5.422532453486054e-3
"9000/test_pop_push/strict",7.865034810896876e-4,7.704541641384809e-4,8.080021952642307e-4,9.38278802275387e-5,7.510502432590092e-5,1.1241897783318502e-4
"9000/test_pop_push/lazy",1.989142811092645e-4,1.946048280391008e-4,2.0483544377415474e-4,2.5785103239181646e-5,1.9868734382696443e-5,3.141424074124188e-5
"9000/test_pop_push/realtime",6.157330757604053e-4,6.035742958895095e-4,6.340877868388675e-4,7.54061240656247e-5,5.509598260181874e-5,9.67204905511027e-5
"9000/test_pop/list",1.1664527761402415e-4,1.1525291311207104e-4,1.1900800573292062e-4,9.108598049481866e-6,6.001856642623099e-6,1.302859178759281e-5
"9000/test_pop/strict",6.168551677396247e-4,6.033971012231723e-4,6.340736250675732e-4,7.827818190323812e-5,6.412299002329893e-5,9.229191966901965e-5
"9000/test_pop/lazy",1.3559199903932575e-4,1.330444965216256e-4,1.3921092816055519e-4,1.5423386812956534e-5,1.1653003384643143e-5,1.92154039392438e-5
"9000/test_pop/realtime",2.9913253654097237e-4,2.93070028911578e-4,3.0769949888906264e-4,3.6605372573908986e-5,2.7808756620574952e-5,4.58307020600757e-5
"9000/test_push/list",1.4232225765596573,1.4193954100023456,1.437646459520931,3.3377668507705446e-2,7.065504798212831e-3,7.65123901329214e-2
"9000/test_push/strict",5.664020595807366e-4,5.549569311813442e-4,5.814164177695316e-4,6.684392452060422e-5,5.439437340182165e-5,7.877036700602117e-5
"9000/test_push/lazy",6.14965626650782e-5,6.01953455859156e-5,6.328696698484138e-5,7.730397644689976e-6,6.057582937710062e-6,9.488766639000578e-6
"9000/test_push/realtime",1.8066543447437566e-4,1.7854589330616288e-4,1.8375057088795005e-4,1.2952407448246938e-5,9.656309227537057e-6,1.642027738070889e-5
"9000/test_repeated_push_pop/list",0.45567259925710624,0.45502650636541286,0.4567540635477252,4.171398444441405e-3,2.8052334195136507e-3,5.911228756353539e-3
"9000/test_repeated_push_pop/strict",0.19239890235769216,0.19155572074758465,0.19496188539373338,6.813373261056158e-3,2.710451012216794e-3,1.487480397135017e-2
"9000/test_repeated_push_pop/lazy",1.1447315160314837e-4,1.1176219611957551e-4,1.1827844836479737e-4,1.627620228750059e-5,1.2396574033961915e-5,2.006184966269204e-5
"9000/test_repeated_push_pop/realtime",2.1737998959820695e-4,2.1347628272971728e-4,2.2304028040978305e-4,2.3823857538349086e-5,1.7831833933058475e-5,3.034679616195873e-5
"9500/test_pop_push/list",0.5656369151483719,0.5650273026834672,0.5666036285768694,3.878043578136421e-3,2.7668104589984545e-3,5.595569997988035e-3
"9500/test_pop_push/strict",8.309557943064913e-4,8.146393437473154e-4,8.529577943816115e-4,9.700651428412124e-5,7.632251945450323e-5,1.1832941829663072e-4
"9500/test_pop_push/lazy",1.9797785988171036e-4,1.9387771055365196e-4,2.0372197756072838e-4,2.454865343841939e-5,1.8687950048162132e-5,3.038167262286139e-5
"9500/test_pop_push/realtime",4.080809961504012e-4,4.0392297613086985e-4,4.145302187150983e-4,2.610814089207035e-5,1.9187325025890057e-5,3.870839785442279e-5
"9500/test_pop/list",1.1749404775562576e-4,1.1559146749439524e-4,1.2092727529468824e-4,1.2702677660254247e-5,8.500109811143383e-6,2.0414458336428626e-5
"9500/test_pop/strict",6.83100923167751e-4,6.696608914134078e-4,7.014909010746304e-4,8.023720988097428e-5,6.326424030989233e-5,9.870038717980647e-5
"9500/test_pop/lazy",1.3757891812346556e-4,1.3458123023872616e-4,1.414993426756563e-4,1.7474487145342385e-5,1.4044785904493093e-5,2.0579901941018966e-5
"9500/test_pop/realtime",3.051391826677194e-4,2.9849489035648445e-4,3.144145323714213e-4,3.997640296131823e-5,3.112121762665662e-5,4.888293551920612e-5
"9500/test_push/list",1.526658965529079,1.522346879423732,1.5448785628687092,3.9308301590260414e-2,6.938407342663364e-3,9.240957387821838e-2
"9500/test_push/strict",5.08118046413065e-4,4.978511204354411e-4,5.211871163168951e-4,5.9292155565894165e-5,4.8600922420187015e-5,6.939025949737138e-5
"9500/test_push/lazy",6.143237071022917e-5,6.022452809479157e-5,6.319010287608727e-5,7.400367651492942e-6,5.608515904637523e-6,9.282725734727714e-6
"9500/test_push/realtime",1.8452781545582106e-4,1.830520044511824e-4,1.8716234075489324e-4,9.844517886933508e-6,6.24312760883009e-6,1.4192142310376332e-5
"9500/test_repeated_push_pop/list",0.492887903631801,0.4922546781908221,0.49393990415441436,4.0980184161890434e-3,2.798963863215986e-3,6.0306374889376995e-3
"9500/test_repeated_push_pop/strict",0.20910065072881642,0.2082192124735064,0.21154883521902026,6.940977255843874e-3,3.098440449684686e-3,1.4666414678117004e-2
"9500/test_repeated_push_pop/lazy",1.15742287759503e-4,1.1273912192407703e-4,1.1981588489550093e-4,1.7764128124320494e-5,1.4203488918730963e-5,2.1170926458737007e-5
"9500/test_repeated_push_pop/realtime",1.9959348546924876e-4,1.981152902788191e-4,2.021493326372175e-4,9.7169089589805e-6,6.369592068879112e-6,1.3610333091903967e-5
"10000/test_pop_push/list",0.6194869388948627,0.6158158745180314,0.6286861719499769,2.7546976395949163e-2,8.262475741361689e-3,4.8834737736681504e-2
"10000/test_pop_push/strict",9.327886062771524e-4,9.155669511127066e-4,9.558636078575275e-4,1.0156111300570906e-4,8.133306414916043e-5,1.22896323612155e-4
"10000/test_pop_push/lazy",2.0007434630953176e-4,1.9561080991078035e-4,2.0612488002806474e-4,2.6416886881144637e-5,2.0881861773886432e-5,3.1673812061345454e-5
"10000/test_pop_push/realtime",3.7513870107593815e-4,3.7073987829151436e-4,3.823890100664169e-4,2.8360027682291497e-5,1.9482287673277127e-5,4.167264398566973e-5
"10000/test_pop/list",1.1645692693653393e-4,1.1517900335254955e-4,1.1961358892383863e-4,9.600734118098205e-6,4.767092017721736e-6,1.895847589698681e-5
"10000/test_pop/strict",7.754891478192449e-4,7.59888824142182e-4,7.965920232903602e-4,9.248335066211717e-5,7.307861965062163e-5,1.1198708082185147e-4
"10000/test_pop/lazy",1.368863281359233e-4,1.3427575184917878e-4,1.4044264931217364e-4,1.545623496184715e-5,1.202607941485262e-5,1.8815334791027602e-5
"10000/test_pop/realtime",2.439441095537214e-4,2.3998397695484445e-4,2.4958747732105536e-4,2.39173671196434e-5,1.8449262007499395e-5,3.1987997360100924e-5
"10000/test_push/list",1.621315599859829,1.6202072729479016,1.622791372717494,6.52668438944687e-3,5.195080994791165e-3,8.183092546064563e-3
"10000/test_push/strict",6.030422818601428e-4,5.921757306879773e-4,6.178447831753049e-4,6.453507025089683e-5,5.1169786642207026e-5,7.827120445323677e-5
"10000/test_push/lazy",6.201972505284493e-5,6.07664499169886e-5,6.375237573376651e-5,7.4944533699701955e-6,5.8360003696819925e-6,9.230841501151374e-6
"10000/test_push/realtime",1.552047144121199e-4,1.536645303911237e-4,1.5813487874927808e-4,1.0548056482113204e-5,6.262459052266922e-6,1.658756986985679e-5
"10000/test_repeated_push_pop/list",0.5398229088197891,0.535533243597621,0.5500071873079485,3.240060507267068e-2,1.4515063425781996e-2,5.578236042559031e-2
"10000/test_repeated_push_pop/strict",0.22548701900350515,0.22466235059606493,0.22721356767522766,5.859615707927542e-3,3.196272923574592e-3,1.0311261072221663e-2
"10000/test_repeated_push_pop/lazy",1.1929000493372974e-4,1.1585596767119104e-4,1.236105094641505e-4,1.9795403873823036e-5,1.6755943764433822e-5,2.2548976538683296e-5
"10000/test_repeated_push_pop/realtime",2.0205396520557684e-4,1.9993442403736398e-4,2.0530122625294018e-4,1.3202000174337714e-5,9.691522177180518e-6,1.770634884802303e-5
